Turn 1, Prize = Life 30 min
Turn 2549, Prize = Brush 3X
Turn 2550, Prize = Life 30 min
Turn 2551, Prize = Life 30 min
Turn 2552, Prize = Life 30 min
Turn 2553, Prize = Gem 35
Turn 2554, Prize = Hammer 1X
Turn 2555, Prize = Brush 1X
Turn 2556, Prize = Brush 1X
Turn 2557, Prize = Brush 1X
Turn 2558, Prize = Brush 1X
Turn 2559, Prize = Brush 1X
Turn 2560, Prize = Life 30 min
Turn 2561, Prize = Life 30 min
Turn 2562, Prize = Life 30 min
Turn 2563, Prize = Brush 1X
Turn 2564, Prize = Brush 1X
Turn 2565, Prize = Gem 35
Turn 2566, Prize = Hammer 1X
Turn 2567, Prize = Hammer 1X
Turn 2568, Prize = Coin 750
Turn 2569, Prize = Hammer 1X
Turn 2570, Prize = Hammer 1X
Turn 2571, Prize = Hammer 1X
Turn 2572, Prize = Brush 1X
Turn 2573, Prize = Brush 1X
Turn 2574, Prize = Hammer 3X
Turn 2575, Prize = Brush 3X
Turn 2576, Prize = Gem 75
Turn 2577, Prize = Gem 75
Turn 2578, Prize = Hammer 1X
Turn 2579, Prize = Gem 75
Turn 2580, Prize = Gem 35
Turn 2581, Prize = Gem 75
Turn 2582, Prize = Life 30 min
Turn 2583, Prize = Gem 35
Turn 2584, Prize = Hammer 1X
Turn 2585, Prize = Gem 35
Turn 2586, Prize = Brush 1X
Turn 2587, Prize = Coin 750
Turn 2588, Prize = Hammer 1X
Turn 2589, Prize = Hammer 3X
Turn 2590, Prize = Hammer 3X
Turn 2591, Prize = Brush 1X
Turn 2592, Prize = Brush 1X
Turn 2593, Prize = Brush 1X
Turn 2594, Prize = Brush 1X
Turn 2595, Prize = Brush 1X
Turn 2596, Prize = Brush 1X
Turn 2597, Prize = Brush 1X
Turn 2598, Prize = Hammer 1X
Turn 2599, Prize = Coin 750
Turn 2600, Prize = Brush 1X
Turn 2601, Prize = Hammer 1X
Turn 2602, Prize = Hammer 1X
Turn 2603, Prize = Brush 3X
Turn 2604, Prize = Hammer 1X
Turn 2605, Prize = Hammer 3X
Turn 2606, Prize = Coin 750
Turn 2607, Prize = Brush 3X
Turn 2608, Prize = Gem 35
Turn 2609, Prize = Hammer 3X
Turn 2610, Prize = Gem 35
Turn 2611, Prize = Hammer 1X
Turn 2612, Prize = Brush 1X
Turn 2613, Prize = Hammer 1X
Turn 2614, Prize = Life 30 min
Turn 2615, Prize = Hammer 1X
Turn 2616, Prize = Hammer 1X
Turn 2617, Prize = Life 30 min
Turn 2618, Prize = Brush 1X
Turn 2619, Prize = Life 30 min
Turn 2620, Prize = Brush 1X
Turn 2621, Prize = Hammer 1X
Turn 2622, Prize = Life 30 min
Turn 2623, Prize = Hammer 1X
Turn 2624, Prize = Brush 1X
Turn 2625, Prize = Hammer 1X
Turn 2626, Prize = Coin 750
Turn 2627, Prize = Brush 1X
Turn 2628, Prize = Life 30 min
Turn 2629, Prize = Brush 3X
Turn 2630, Prize = Brush 3X
Turn 2631, Prize = Brush 3X
Turn 2632, Prize = Brush 1X
Turn 2633, Prize = Hammer 1X
Turn 2634, Prize = Brush 3X
Turn 2635, Prize = Brush 3X
Turn 2636, Prize = Hammer 3X
Turn 2637, Prize = Life 30 min
Turn 2638, Prize = Brush 3X
Turn 2639, Prize = Life 30 min
Turn 2640, Prize = Coin 750
Turn 2641, Prize = Life 30 min
Turn 2642, Prize = Life 30 min
Turn 2643, Prize = Hammer 1X
Turn 2644, Prize = Life 30 min
Turn 2645, Prize = Hammer 1X
Turn 2646, Prize = Gem 35
Turn 2647, Prize = Life 30 min
Turn 2648, Prize = Gem 75
Turn 2649, Prize = Coin 750
Turn 2650, Prize = Hammer 1X
Turn 2651, Prize = Gem 35
Turn 2652, Prize = Hammer 1X
Turn 2653, Prize = Hammer 1X
Turn 2654, Prize = Hammer 1X
Turn 2655, Prize = Hammer 1X
Turn 2656, Prize = Life 30 min
Turn 2657, Prize = Brush 3X
Turn 2658, Prize = Hammer 3X
Turn 2659, Prize = Hammer 3X
Turn 2660, Prize = Gem 75
Turn 2661, Prize = Brush 1X
Turn 2662, Prize = Brush 1X
Turn 2663, Prize = Hammer 3X
Turn 2664, Prize = Coin 750
Turn 2665, Prize = Life 30 min
Turn 2666, Prize = Brush 1X
Turn 2667, Prize = Gem 35
Turn 2668, Prize = Brush 3X
Turn 2669, Prize = Brush 3X
Turn 2670, Prize = Brush 3X
Turn 2671, Prize = Hammer 3X
Turn 2672, Prize = Hammer 1X
Turn 2673, Prize = Hammer 3X
Turn 2674, Prize = Gem 35
Turn 2675, Prize = Brush 1X
Turn 2676, Prize = Hammer 1X
Turn 2677, Prize = Life 30 min
Turn 2678, Prize = Hammer 1X
Turn 2679, Prize = Brush 3X
Turn 2680, Prize = Hammer 1X
Turn 2681, Prize = Hammer 3X
Turn 2682, Prize = Brush 1X
Turn 2683, Prize = Gem 75
Turn 2684, Prize = Gem 35
Turn 2685, Prize = Brush 1X
Turn 2686, Prize = Life 30 min
Turn 2687, Prize = Hammer 1X
Turn 2688, Prize = Hammer 3X
Turn 2689, Prize = Life 30 min
Turn 2690, Prize = Life 30 min
Turn 2691, Prize = Life 30 min
Turn 2692, Prize = Brush 1X
Turn 2693, Prize = Brush 1X
Turn 2694, Prize = Brush 1X
Turn 2695, Prize = Brush 1X
Turn 2696, Prize = Brush 1X
Turn 2697, Prize = Coin 750
Turn 2698, Prize = Hammer 1X
Turn 2699, Prize = Brush 3X
Turn 2700, Prize = Coin 750
Turn 2701, Prize = Hammer 3X
Turn 2702, Prize = Life 30 min
Turn 2703, Prize = Life 30 min
Turn 2704, Prize = Gem 35
Turn 2705, Prize = Hammer 3X
Turn 2706, Prize = Brush 1X
Turn 2707, Prize = Hammer 1X
Turn 2708, Prize = Brush 1X
Turn 2709, Prize = Life 30 min
Turn 2710, Prize = Hammer 3X
Turn 2711, Prize = Hammer 3X
Turn 2712, Prize = Life 30 min
Turn 2713, Prize = Hammer 1X
Turn 2714, Prize = Life 30 min
Turn 2715, Prize = Life 30 min
Turn 2716, Prize = Hammer 1X
Turn 2717, Prize = Hammer 3X
Turn 2718, Prize = Coin 750
Turn 2719, Prize = Brush 1X
Turn 2720, Prize = Gem 75
Turn 2721, Prize = Hammer 3X
Turn 2722, Prize = Hammer 1X
Turn 2723, Prize = Brush 1X
Turn 2724, Prize = Hammer 1X
Turn 2725, Prize = Gem 35
Turn 2726, Prize = Hammer 1X
Turn 2727, Prize = Gem 35
Turn 2728, Prize = Life 30 min
Turn 2729, Prize = Brush 1X
Turn 2730, Prize = Gem 35
Turn 2731, Prize = Brush 1X
Turn 2732, Prize = Coin 750
Turn 2733, Prize = Brush 3X
Turn 2734, Prize = Brush 1X
Turn 2735, Prize = Life 30 min
Turn 2736, Prize = Brush 3X
Turn 2737, Prize = Hammer 1X
Turn 2738, Prize = Gem 35
Turn 2739, Prize = Brush 3X
Turn 2740, Prize = Hammer 1X
Turn 2741, Prize = Life 30 min
Turn 2742, Prize = Life 30 min
Turn 2743, Prize = Coin 750
Turn 2744, Prize = Life 30 min
Turn 2745, Prize = Gem 75
Turn 2746, Prize = Hammer 1X
Turn 2747, Prize = Brush 1X
Turn 2748, Prize = Brush 1X
Turn 2749, Prize = Hammer 1X
Turn 2750, Prize = Gem 35
Turn 2751, Prize = Hammer 1X
Turn 2752, Prize = Life 30 min
Turn 2753, Prize = Brush 3X
Turn 2754, Prize = Hammer 1X
Turn 2755, Prize = Hammer 3X
Turn 2756, Prize = Life 30 min
Turn 2757, Prize = Gem 75
Turn 2758, Prize = Gem 35
Turn 2759, Prize = Brush 1X
Turn 2760, Prize = Hammer 1X
Turn 2761, Prize = Gem 75
Turn 2762, Prize = Hammer 1X
Turn 2763, Prize = Brush 1X
Turn 2764, Prize = Brush 1X
Turn 2765, Prize = Life 30 min
Turn 2766, Prize = Hammer 1X
Turn 2767, Prize = Life 30 min
Turn 2768, Prize = Life 30 min
Turn 2769, Prize = Life 30 min
Turn 2770, Prize = Hammer 3X
Turn 2771, Prize = Hammer 1X
Turn 2772, Prize = Gem 75
Turn 2773, Prize = Life 30 min
Turn 2774, Prize = Coin 750
Turn 2775, Prize = Gem 75
Turn 2776, Prize = Brush 1X
Turn 2777, Prize = Life 30 min
Turn 2778, Prize = Hammer 3X
Turn 2779, Prize = Hammer 1X
Turn 2780, Prize = Brush 1X
Turn 2781, Prize = Brush 3X
Turn 2782, Prize = Brush 3X
Turn 2783, Prize = Brush 1X
Turn 2784, Prize = Hammer 1X
Turn 2785, Prize = Hammer 1X
Turn 2786, Prize = Hammer 3X
Turn 2787, Prize = Gem 35
Turn 2788, Prize = Brush 1X
Turn 2789, Prize = Coin 750
Turn 2790, Prize = Brush 3X
Turn 2791, Prize = Brush 3X
Turn 2792, Prize = Hammer 1X
Turn 2793, Prize = Hammer 1X
Turn 2794, Prize = Brush 3X
Turn 2795, Prize = Hammer 1X
Turn 2796, Prize = Gem 35
Turn 2797, Prize = Brush 3X
Turn 2798, Prize = Brush 1X
Turn 2799, Prize = Life 30 min
Turn 2800, Prize = Brush 3X
Turn 2801, Prize = Hammer 1X
Turn 2802, Prize = Brush 1X
Turn 2803, Prize = Brush 1X
Turn 2804, Prize = Gem 35
Turn 2805, Prize = Brush 3X
Turn 2806, Prize = Brush 1X
Turn 2807, Prize = Life 30 min
Turn 2808, Prize = Brush 3X
Turn 2809, Prize = Gem 35
Turn 2810, Prize = Life 30 min
Turn 2811, Prize = Brush 3X
Turn 2812, Prize = Life 30 min
Turn 2813, Prize = Gem 35
Turn 2814, Prize = Hammer 3X
Turn 2815, Prize = Hammer 1X
Turn 2816, Prize = Hammer 3X
Turn 2817, Prize = Brush 3X
Turn 2818, Prize = Gem 35
Turn 2819, Prize = Gem 35
Turn 2820, Prize = Coin 750
Turn 2821, Prize = Brush 1X
Turn 2822, Prize = Life 30 min
Turn 2823, Prize = Life 30 min
Turn 2824, Prize = Hammer 1X
Turn 2825, Prize = Life 30 min
Turn 2826, Prize = Brush 1X
Turn 2827, Prize = Brush 3X
Turn 2828, Prize = Brush 1X
Turn 2829, Prize = Hammer 1X
Turn 2830, Prize = Life 30 min
Turn 2831, Prize = Brush 1X
Turn 2832, Prize = Hammer 1X
Turn 2833, Prize = Brush 3X
Turn 2834, Prize = Hammer 1X
Turn 2835, Prize = Hammer 1X
Turn 2836, Prize = Brush 1X
Turn 2837, Prize = Brush 1X
Turn 2838, Prize = Life 30 min
Turn 2839, Prize = Brush 3X
Turn 2840, Prize = Hammer 1X
Turn 2841, Prize = Hammer 3X
Turn 2842, Prize = Life 30 min
Turn 2843, Prize = Hammer 1X
Turn 2844, Prize = Hammer 1X
Turn 2845, Prize = Hammer 3X
Turn 2846, Prize = Brush 1X
Turn 2847, Prize = Hammer 1X
Turn 2848, Prize = Hammer 1X
Turn 2849, Prize = Gem 35
Turn 2850, Prize = Hammer 3X
Turn 2851, Prize = Gem 35
Turn 2852, Prize = Hammer 1X
Turn 2853, Prize = Gem 35
Turn 2854, Prize = Life 30 min
Turn 2855, Prize = Brush 3X
Turn 2856, Prize = Hammer 1X
Turn 2857, Prize = Gem 35
Turn 2858, Prize = Life 30 min
Turn 2859, Prize = Gem 35
Turn 2860, Prize = Hammer 1X
Turn 2861, Prize = Hammer 1X
Turn 2862, Prize = Brush 1X
Turn 2863, Prize = Gem 35
Turn 2864, Prize = Gem 35
Turn 2865, Prize = Brush 1X
Turn 2866, Prize = Gem 35
Turn 2867, Prize = Gem 75
Turn 2868, Prize = Gem 75
Turn 2869, Prize = Hammer 3X
Turn 2870, Prize = Hammer 1X
Turn 2871, Prize = Gem 35
Turn 2872, Prize = Life 30 min
Turn 2873, Prize = Hammer 1X
Turn 2874, Prize = Brush 1X
Turn 2875, Prize = Hammer 1X
Turn 2876, Prize = Hammer 3X
Turn 2877, Prize = Hammer 3X
Turn 2878, Prize = Life 30 min
Turn 2879, Prize = Coin 750
Turn 2880, Prize = Life 30 min
Turn 2881, Prize = Life 30 min
Turn 2882, Prize = Brush 3X
Turn 2883, Prize = Brush 1X
Turn 2884, Prize = Brush 1X
Turn 2885, Prize = Brush 3X
Turn 2886, Prize = Brush 1X
Turn 2887, Prize = Brush 1X
Turn 2888, Prize = Gem 35
Turn 2889, Prize = Gem 35
Turn 2890, Prize = Brush 1X
Turn 2891, Prize = Hammer 1X
Turn 2892, Prize = Hammer 1X
Turn 2893, Prize = Gem 35
Turn 2894, Prize = Hammer 1X
Turn 2895, Prize = Coin 750
Turn 2896, Prize = Life 30 min
Turn 2897, Prize = Brush 1X
Turn 2898, Prize = Gem 75
Turn 2899, Prize = Gem 75
Turn 2900, Prize = Brush 1X
Turn 2901, Prize = Hammer 1X
Turn 2902, Prize = Brush 1X
Turn 2903, Prize = Gem 35
Turn 2904, Prize = Life 30 min
Turn 2905, Prize = Gem 75
Turn 2906, Prize = Life 30 min
Turn 2907, Prize = Coin 750
Turn 2908, Prize = Coin 750
Turn 2909, Prize = Brush 3X
Turn 2910, Prize = Brush 1X
Turn 2911, Prize = Life 30 min
Turn 2912, Prize = Hammer 1X
Turn 2913, Prize = Gem 35
Turn 2914, Prize = Brush 1X
Turn 2915, Prize = Coin 750
Turn 2916, Prize = Life 30 min
Turn 2917, Prize = Hammer 1X
Turn 2918, Prize = Gem 35
Turn 2919, Prize = Gem 35
Turn 2920, Prize = Hammer 3X
Turn 2921, Prize = Brush 1X
Turn 2922, Prize = Life 30 min
Turn 2923, Prize = Brush 3X
Turn 2924, Prize = Hammer 1X
Turn 2925, Prize = Life 30 min
Turn 2926, Prize = Life 30 min
Turn 2927, Prize = Brush 1X
Turn 2928, Prize = Brush 1X
Turn 2929, Prize = Brush 1X
Turn 2930, Prize = Hammer 3X
Turn 2931, Prize = Life 30 min
Turn 2932, Prize = Coin 750
Turn 2933, Prize = Hammer 1X
Turn 2934, Prize = Life 30 min
Turn 2935, Prize = Hammer 1X
Turn 2936, Prize = Life 30 min
Turn 2937, Prize = Gem 75
Turn 2938, Prize = Hammer 1X
Turn 2939, Prize = Life 30 min
Turn 2940, Prize = Brush 1X
Turn 2941, Prize = Hammer 1X
Turn 2942, Prize = Gem 75
Turn 2943, Prize = Hammer 3X
Turn 2944, Prize = Hammer 1X
Turn 2945, Prize = Brush 3X
Turn 2946, Prize = Hammer 3X
Turn 2947, Prize = Coin 750
Turn 2948, Prize = Life 30 min
Turn 2949, Prize = Life 30 min
Turn 2950, Prize = Gem 35
Turn 2951, Prize = Brush 1X
Turn 2952, Prize = Gem 35
Turn 2953, Prize = Brush 1X
Turn 2954, Prize = Life 30 min
Turn 2955, Prize = Gem 35
Turn 2956, Prize = Coin 750
Turn 2957, Prize = Hammer 1X
Turn 2958, Prize = Hammer 1X
Turn 2959, Prize = Hammer 3X
Turn 2960, Prize = Life 30 min
Turn 2961, Prize = Gem 35
Turn 2962, Prize = Brush 1X
Turn 2963, Prize = Hammer 1X
Turn 2964, Prize = Coin 750
Turn 2965, Prize = Brush 1X
Turn 2966, Prize = Brush 1X
Turn 2967, Prize = Hammer 1X
Turn 2968, Prize = Life 30 min
Turn 2969, Prize = Coin 750
Turn 2970, Prize = Brush 3X
Turn 2971, Prize = Hammer 3X
Turn 2972, Prize = Hammer 3X
Turn 2973, Prize = Brush 1X
Turn 2974, Prize = Brush 3X
Turn 2975, Prize = Hammer 1X
Turn 2976, Prize = Brush 1X
Turn 2977, Prize = Brush 1X
Turn 2978, Prize = Hammer 3X
Turn 2979, Prize = Gem 35
Turn 2980, Prize = Brush 1X
Turn 2981, Prize = Brush 1X
Turn 2982, Prize = Hammer 1X
Turn 2983, Prize = Gem 75
Turn 2984, Prize = Brush 3X
Turn 2985, Prize = Life 30 min
Turn 2986, Prize = Life 30 min
Turn 2987, Prize = Coin 750
Turn 2988, Prize = Gem 35
Turn 2989, Prize = Brush 1X
Turn 2990, Prize = Life 30 min
Turn 2991, Prize = Life 30 min
Turn 2992, Prize = Gem 75
Turn 2993, Prize = Brush 3X
Turn 2994, Prize = Brush 3X
Turn 2995, Prize = Brush 1X
Turn 2996, Prize = Coin 750
Turn 2997, Prize = Gem 75
Turn 2998, Prize = Brush 1X
Turn 2999, Prize = Life 30 min
Turn 3000, Prize = Gem 35
Turn 3001, Prize = Gem 35
Turn 3002, Prize = Hammer 1X
Turn 3003, Prize = Hammer 1X
Turn 3004, Prize = Hammer 1X
Turn 3005, Prize = Gem 35
Turn 3006, Prize = Brush 1X
Turn 3007, Prize = Brush 1X
Turn 3008, Prize = Hammer 1X
Turn 3009, Prize = Hammer 3X
Turn 3010, Prize = Brush 1X
Turn 3011, Prize = Life 30 min
Turn 3012, Prize = Life 30 min
Turn 3013, Prize = Brush 1X
Turn 3014, Prize = Brush 1X
Turn 3015, Prize = Brush 1X
Turn 3016, Prize = Hammer 1X
Turn 3017, Prize = Life 30 min
Turn 3018, Prize = Life 30 min
Turn 3019, Prize = Hammer 1X
Turn 3020, Prize = Hammer 1X
Turn 3021, Prize = Hammer 3X
Turn 3022, Prize = Life 30 min
Turn 3023, Prize = Brush 3X
Turn 3024, Prize = Brush 1X
Turn 3025, Prize = Hammer 1X
Turn 3026, Prize = Gem 75
Turn 3027, Prize = Gem 35
Turn 3028, Prize = Brush 1X
Turn 3029, Prize = Life 30 min
Turn 3030, Prize = Brush 1X
Turn 3031, Prize = Life 30 min
Turn 3032, Prize = Coin 750
Turn 3033, Prize = Life 30 min
Turn 3034, Prize = Life 30 min
Turn 3035, Prize = Life 30 min
Turn 3036, Prize = Life 30 min
Turn 3037, Prize = Gem 35
Turn 3038, Prize = Hammer 1X
Turn 3039, Prize = Life 30 min
Turn 3040, Prize = Life 30 min
Turn 3041, Prize = Hammer 1X
Turn 3042, Prize = Life 30 min
Turn 3043, Prize = Coin 750
Turn 3044, Prize = Hammer 1X
Turn 3045, Prize = Brush 1X
Turn 3046, Prize = Life 30 min
Turn 3047, Prize = Gem 75
Turn 3048, Prize = Brush 1X
Turn 3049, Prize = Coin 750
Turn 3050, Prize = Life 30 min
Turn 3051, Prize = Brush 1X
Turn 3052, Prize = Hammer 3X
Turn 3053, Prize = Hammer 1X
Turn 3054, Prize = Hammer 3X
Turn 3055, Prize = Hammer 1X
Turn 3056, Prize = Hammer 1X
Turn 3057, Prize = Brush 1X
Turn 3058, Prize = Gem 35
Turn 3059, Prize = Hammer 1X
Turn 3060, Prize = Gem 35
Turn 3061, Prize = Hammer 1X
Turn 3062, Prize = Life 30 min
Turn 3063, Prize = Brush 3X
Turn 3064, Prize = Hammer 1X
Turn 3065, Prize = Life 30 min
Turn 3066, Prize = Gem 35
Turn 3067, Prize = Brush 3X
Turn 3068, Prize = Brush 1X
Turn 3069, Prize = Hammer 1X
Turn 3070, Prize = Brush 1X
Turn 3071, Prize = Hammer 1X
Turn 3072, Prize = Brush 3X
Turn 3073, Prize = Brush 1X
Turn 3074, Prize = Life 30 min
Turn 3075, Prize = Brush 1X
Turn 3076, Prize = Life 30 min
Turn 3077, Prize = Life 30 min
Turn 3078, Prize = Hammer 1X
Turn 3079, Prize = Gem 75
Turn 3080, Prize = Brush 3X
Turn 3081, Prize = Hammer 1X
Turn 3082, Prize = Hammer 3X
Turn 3083, Prize = Life 30 min
Turn 3084, Prize = Hammer 3X
Turn 3085, Prize = Life 30 min
Turn 3086, Prize = Hammer 1X
Turn 3087, Prize = Brush 1X
Turn 3088, Prize = Hammer 1X
Turn 3089, Prize = Brush 1X
Turn 3090, Prize = Life 30 min
Turn 3091, Prize = Life 30 min
Turn 3092, Prize = Coin 750
Turn 3093, Prize = Brush 1X
Turn 3094, Prize = Hammer 1X
Turn 3095, Prize = Hammer 1X
Turn 3096, Prize = Gem 75
Turn 3097, Prize = Gem 35
Turn 3098, Prize = Brush 1X
Turn 3099, Prize = Brush 3X
Turn 3100, Prize = Brush 1X
Turn 3101, Prize = Brush 1X
Turn 3102, Prize = Brush 1X
Turn 3103, Prize = Life 30 min
Turn 3104, Prize = Gem 35
Turn 3105, Prize = Gem 35
Turn 3106, Prize = Life 30 min
Turn 3107, Prize = Hammer 1X
Turn 3108, Prize = Hammer 1X
Turn 3109, Prize = Gem 75
Turn 3110, Prize = Hammer 1X
Turn 3111, Prize = Hammer 1X
Turn 3112, Prize = Hammer 3X
Turn 3113, Prize = Life 30 min
Turn 3114, Prize = Life 30 min
Turn 3115, Prize = Hammer 1X
Turn 3116, Prize = Gem 35
Turn 3117, Prize = Brush 3X
Turn 3118, Prize = Hammer 1X
Turn 3119, Prize = Brush 1X
Turn 3120, Prize = Hammer 1X
Turn 3121, Prize = Hammer 3X
Turn 3122, Prize = Hammer 1X
Turn 3123, Prize = Brush 3X
Turn 3124, Prize = Gem 35
Turn 3125, Prize = Gem 35
Turn 3126, Prize = Life 30 min
Turn 3127, Prize = Life 30 min
Turn 3128, Prize = Brush 3X
Turn 3129, Prize = Brush 3X
Turn 3130, Prize = Hammer 3X
Turn 3131, Prize = Brush 3X
Turn 3132, Prize = Gem 35
Turn 3133, Prize = Hammer 3X
Turn 3134, Prize = Life 30 min
Turn 3135, Prize = Hammer 1X
Turn 3136, Prize = Hammer 3X
Turn 3137, Prize = Hammer 3X
Turn 3138, Prize = Coin 750
Turn 3139, Prize = Life 30 min
Turn 3140, Prize = Hammer 1X
Turn 3141, Prize = Gem 35
Turn 3142, Prize = Brush 1X
Turn 3143, Prize = Hammer 3X
Turn 3144, Prize = Hammer 1X
Turn 3145, Prize = Life 30 min
Turn 3146, Prize = Brush 1X
Turn 3147, Prize = Brush 1X
Turn 3148, Prize = Life 30 min
Turn 3149, Prize = Brush 1X
Turn 3150, Prize = Brush 3X
Turn 3151, Prize = Brush 1X
Turn 3152, Prize = Brush 1X
Turn 3153, Prize = Hammer 3X
Turn 3154, Prize = Hammer 3X
Turn 3155, Prize = Hammer 1X
Turn 3156, Prize = Brush 1X
Turn 3157, Prize = Gem 35
Turn 3158, Prize = Gem 35
Turn 3159, Prize = Gem 35
Turn 3160, Prize = Life 30 min
Turn 3161, Prize = Life 30 min
Turn 3162, Prize = Life 30 min
Turn 3163, Prize = Brush 3X
Turn 3164, Prize = Life 30 min
Turn 3165, Prize = Brush 3X
Turn 3166, Prize = Hammer 1X
Turn 3167, Prize = Hammer 1X
Turn 3168, Prize = Brush 1X
Turn 3169, Prize = Hammer 1X
Turn 3170, Prize = Brush 3X
Turn 3171, Prize = Life 30 min
Turn 3172, Prize = Hammer 3X
Turn 3173, Prize = Hammer 3X
Turn 3174, Prize = Coin 750
Turn 3175, Prize = Life 30 min
Turn 3176, Prize = Gem 35
Turn 3177, Prize = Hammer 1X
Turn 3178, Prize = Brush 3X
Turn 3179, Prize = Hammer 1X
Turn 3180, Prize = Gem 75
Turn 3181, Prize = Brush 1X
Turn 3182, Prize = Life 30 min
Turn 3183, Prize = Hammer 1X
Turn 3184, Prize = Hammer 1X
Turn 3185, Prize = Life 30 min
Turn 3186, Prize = Hammer 1X
Turn 3187, Prize = Coin 750
Turn 3188, Prize = Hammer 1X
Turn 3189, Prize = Hammer 3X
Turn 3190, Prize = Gem 75
Turn 3191, Prize = Gem 35
Turn 3192, Prize = Hammer 3X
Turn 3193, Prize = Hammer 1X
Turn 3194, Prize = Life 30 min
Turn 3195, Prize = Brush 3X
Turn 3196, Prize = Brush 1X
Turn 3197, Prize = Brush 1X
Turn 3198, Prize = Hammer 1X
Turn 3199, Prize = Hammer 1X
Turn 3200, Prize = Brush 3X
Turn 3201, Prize = Life 30 min
Turn 3202, Prize = Gem 35
Turn 3203, Prize = Brush 1X
Turn 3204, Prize = Life 30 min
Turn 3205, Prize = Brush 3X
Turn 3206, Prize = Gem 35
Turn 3207, Prize = Hammer 3X
Turn 3208, Prize = Hammer 1X
Turn 3209, Prize = Brush 1X
Turn 3210, Prize = Brush 1X
Turn 3211, Prize = Gem 35
Turn 3212, Prize = Hammer 1X
Turn 3213, Prize = Hammer 1X
Turn 3214, Prize = Life 30 min
Turn 3215, Prize = Brush 3X
Turn 3216, Prize = Life 30 min
Turn 3217, Prize = Hammer 1X
Turn 3218, Prize = Hammer 3X
Turn 3219, Prize = Gem 75
Turn 3220, Prize = Coin 750
Turn 3221, Prize = Brush 1X
Turn 3222, Prize = Brush 3X
Turn 3223, Prize = Gem 35
Turn 3224, Prize = Brush 3X
Turn 3225, Prize = Gem 75
Turn 3226, Prize = Brush 1X
Turn 3227, Prize = Brush 1X
Turn 3228, Prize = Life 30 min
Turn 3229, Prize = Brush 1X
Turn 3230, Prize = Hammer 3X
Turn 3231, Prize = Life 30 min
Turn 3232, Prize = Brush 3X
Turn 3233, Prize = Hammer 3X
Turn 3234, Prize = Hammer 1X
Turn 3235, Prize = Life 30 min
Turn 3236, Prize = Hammer 3X
Turn 3237, Prize = Hammer 1X
Turn 3238, Prize = Gem 75
Turn 3239, Prize = Hammer 3X
Turn 3240, Prize = Coin 750
Turn 3241, Prize = Brush 3X
Turn 3242, Prize = Hammer 1X
Turn 3243, Prize = Brush 1X
Turn 3244, Prize = Brush 3X
Turn 3245, Prize = Gem 35
Turn 3246, Prize = Hammer 1X
Turn 3247, Prize = Hammer 1X
Turn 3248, Prize = Gem 35
Turn 3249, Prize = Hammer 1X
Turn 3250, Prize = Hammer 1X
Turn 3251, Prize = Brush 3X
Turn 3252, Prize = Brush 1X
Turn 3253, Prize = Life 30 min
Turn 3254, Prize = Brush 3X
Turn 3255, Prize = Hammer 3X
Turn 3256, Prize = Life 30 min
Turn 3257, Prize = Brush 1X
Turn 3258, Prize = Life 30 min
Turn 3259, Prize = Life 30 min
Turn 3260, Prize = Brush 1X
Turn 3261, Prize = Coin 750
Turn 3262, Prize = Life 30 min
Turn 3263, Prize = Brush 1X
Turn 3264, Prize = Brush 3X
Turn 3265, Prize = Brush 1X
Turn 3266, Prize = Life 30 min
Turn 3267, Prize = Coin 750
Turn 3268, Prize = Brush 1X
Turn 3269, Prize = Gem 75
Turn 3270, Prize = Gem 75
Turn 3271, Prize = Hammer 1X
Turn 3272, Prize = Brush 1X
Turn 3273, Prize = Life 30 min
Turn 3274, Prize = Hammer 1X
Turn 3275, Prize = Life 30 min
Turn 3276, Prize = Brush 1X
Turn 3277, Prize = Coin 750
Turn 3278, Prize = Brush 1X
Turn 3279, Prize = Hammer 1X
Turn 3280, Prize = Life 30 min
Turn 3281, Prize = Hammer 1X
Turn 3282, Prize = Brush 1X
Turn 3283, Prize = Brush 1X
Turn 3284, Prize = Brush 1X
Turn 3285, Prize = Hammer 1X
Turn 3286, Prize = Brush 1X
Turn 3287, Prize = Coin 750
Turn 3288, Prize = Coin 750
Turn 3289, Prize = Hammer 1X
Turn 3290, Prize = Hammer 1X
Turn 3291, Prize = Gem 75
Turn 3292, Prize = Gem 35
Turn 3293, Prize = Brush 3X
Turn 3294, Prize = Hammer 1X
Turn 3295, Prize = Coin 750
Turn 3296, Prize = Life 30 min
Turn 3297, Prize = Brush 1X
Turn 3298, Prize = Gem 75
Turn 3299, Prize = Brush 3X
Turn 3300, Prize = Gem 75
Turn 3301, Prize = Gem 35
Turn 3302, Prize = Hammer 1X
Turn 3303, Prize = Hammer 1X
Turn 3304, Prize = Hammer 1X
Turn 3305, Prize = Hammer 1X
Turn 3306, Prize = Life 30 min
Turn 3307, Prize = Brush 1X
Turn 3308, Prize = Brush 3X
Turn 3309, Prize = Gem 35
Turn 3310, Prize = Coin 750
Turn 3311, Prize = Life 30 min
Turn 3312, Prize = Coin 750
Turn 3313, Prize = Gem 35
Turn 3314, Prize = Hammer 1X
Turn 3315, Prize = Brush 1X
Turn 3316, Prize = Hammer 1X
Turn 3317, Prize = Brush 3X
Turn 3318, Prize = Brush 1X
Turn 3319, Prize = Brush 3X
Turn 3320, Prize = Life 30 min
